UserName,Handle,Timestamp,Text
minimanimo,@selmmogu,2020-07-23T04:25:47.000Z,"cb this one seller forgot that my goods are already here in malaysia and when i ask her she keeps on saying shell deliver it but maybe delay bcs of covid cause she thinks the parcel is still in japan and only realise it until i ask her to check
 bro its since march"
Chheng,@Chhengniem,2020-07-23T04:11:27.000Z,"Not yet confirmed: A 21-y cambodian returning from Malaysia reportedly died in a quarantine center in Tboung Khmum province. He was tested negative COVID-19. If it’s true, the cause of death could be others. Stay calm until it is confirmed by health officials."
Malaysian Chinese LAST VOTE GE11,@bigbosscamelia,2020-07-23T02:18:37.000Z,"Y LAZY & STUPID BASTARD policemen and politicians  in Uganda,India,Iran,Germany,China,Indonesia, USA,UK, Kenya,etc, FAIL 2 catch all PIMPs & HUMAN TRAFFICKERs gangs who spread COVID 19 virus?#covid #photography #medan #instagood #malaysia #follow #likeforlikes #repost #travel"
The Edge Malaysia,@theedgemalaysia,2020-07-23T02:07:03.000Z,"Flash: Covid-19 has provided window for Malaysia to address some structural issues in economy, implement bold changes and radical reforms — Mustapha"
Malaysian Chinese LAST VOTE GE11,@bigbosscamelia,2020-07-23T02:05:27.000Z,"#AuraInsta #AuraInstaBatch10 #KulitCantik #KulitCerah Malaysia RADIO stns were BORING, bias & BODOH during lockdown/MCO! BORING BODOH Malaysians DJ radio/TV anchors talk BODOH topics about COVID 19 virus daily,never talk about exercises,health,wellness & nutritions!!"
Malaysian Chinese LAST VOTE GE11,@bigbosscamelia,2020-07-23T02:05:18.000Z,"Malaysia RADIO stns were BORING, bias & BODOH during lockdown/MCO! BORING BODOH Malaysians DJ radio/TV anchors talk BODOH topics about COVID 19 virus daily,never talk about exercises,health,wellness & nutritions!!  #S2UFamilies #BazaarPakNil #WhyBother #CTDK #HealthyFood"
Malaysian Chinese LAST VOTE GE11,@bigbosscamelia,2020-07-23T02:05:03.000Z,"Malaysia RADIO stns were BORING, bias & BODOH during lockdown/MCO! BORING BODOH Malaysians DJ radio/TV anchors talk BODOH topics about COVID 19 virus daily,never talk about exercises,health,wellness & nutritions!!  #Merch #BlackOwnBusiness #Fresh #Clothing #Pride"
Tan Seng Giaw,@Senggiaw,2020-07-23T00:56:53.000Z,"Parents of over five million students in Malaysia hope that Education Ministry can monitor effectively the enforcement of operating procedures against Covid-19 in about 10,000 schools. Pupils can carry and spread the virus."
Stay at Home,@ntlstgdbyfrnw,2020-07-22T17:02:45.000Z,"i am so not ready of any 2nd wave of Covid. Bruhh, please ah. So many selfish stupid kluster in Malaysia. Why dont you just die during the peak of this Virus? "
✐,@acapppzzz,2020-07-22T16:44:38.000Z,Pandemic Covid-19 at Malaysia is the only time where i see so many statistics things around the period
